gene_id	ec
g18089.t1	2.3.2.26
g180891.t1	3.6.3.44
g18096.t1	2.3.2.26
g181.t1	2.3.2.27
g181117.t1	1.1.1.348
g181146.t1	2.4.1.218;2.4.1.271;2.4.1.324
g181179.t1	6.1.1.6
g181222.t1	3.6.3.44
g181360.t1	3.6.4.12
g181377.t1	3.6.4.12
g181428.t1	2.7.11.1
g181445.t1	2.7.11.1
g181448.t1	3.6.4.12
g181570.t1	2.7.7.50
g181576.t1	2.7.7.50
g181577.t1	2.7.7.50
g181656.t1	3.4.19.12
g181717.t1	3.6.5.5
g181719.t1	3.6.5.5
g181721.t1	3.6.5.5
g181895.t1	3.4.22.68
g182001.t1	2.4.1.218;2.4.1.271;2.4.1.324
g182033.t1	2.7.11.1
g18205.t1	2.5.1.112;2.5.1.27
g182075.t1	2.1.1.43
g182115.t1	1.11.1.7
g182137.t1	4.2.1.70
g182153.t1	2.7.6.2
g182155.t1	3.6.4.13
g182156.t1	3.6.4.13
g182222.t1	1.10.2.2
g182223.t1	6.1.1.14
g18232.t1	1.1.1.348
g182336.t1	2.2.1.2
g182339.t1	3.6.4.13
g182346.t1	3.5.1.4
g182405.t1	3.6.4.12
g182454.t1	2.3.1.225
g182472.t1	3.6.3.14
g182488.t1	3.6.4.12
g182492.t1	2.4.1.207
g182493.t1	2.3.1.78
g182496.t1	4.1.1.31
g182500.t1	3.6.4.12
g182502.t1	4.1.1.21
g182509.t1	2.7.11.1
g182512.t1	2.7.11.1
g182567.t1	3.5.1.3
g18258.t1	3.6.3.44
g182592.t1	2.6.1.9
g182593.t1	3.6.4.12
g182627.t1	1.1.1.348
g182654.t1	3.2.1.4
g182721.t1	2.1.1.43
g182726.t1	2.1.1.43
g182729.t1	3.6.4.12
g182777.t1	1.11.1.7
g182778.t1	1.11.1.7
g182787.t1	1.11.1.7
g182788.t1	1.11.1.7
g182793.t1	1.11.1.7
g182817.t1	4.2.1.70
g182824.t1	2.3.1.51;2.8.1.14
g182825.t1	2.7.6.2
g182827.t1	3.6.4.13
g182828.t1	3.6.4.13
g18285.t1	1.14.11.13
g182876.t1	1.10.2.2
g182877.t1	6.1.1.14
g182888.t1	3.6.3.44
g182906.t1	2.2.1.2
g182909.t1	3.6.4.13
g182915.t1	1.6.5.3
g182919.t1	1.6.5.3
g182920.t1	1.6.5.3
g183009.t1	3.6.4.12
g183010.t1	3.6.4.12
g183011.t1	3.6.4.12
g183051.t1	2.3.1.225
g183052.t1	2.5.1.112;2.5.1.27
g183053.t1	2.4.1.218;2.4.1.271;2.4.1.324
g183087.t1	3.6.4.12
g183090.t1	2.4.1.207
g183091.t1	2.3.1.78
g183094.t1	4.1.1.31
g183098.t1	3.6.4.12
g183100.t1	4.1.1.21
g183107.t1	2.7.11.1
g183110.t1	2.7.11.1
g183165.t1	3.5.1.3
g183190.t1	2.6.1.9
g183191.t1	3.6.4.12
g183225.t1	1.1.1.348
g183252.t1	3.2.1.4
g183294.t1	1.5.1.5;3.5.4.9;6.3.4.3
g18333.t1	2.7.11.1
g183449.t1	3.1.1.5
g183450.t1	2.3.1.51;2.8.1.14
g183457.t1	3.6.4.12
g183507.t1	1.1.1.3;2.7.2.4
g183510.t1	1.1.1.3;2.7.2.4
g183512.t1	2.7.11.1
g183576.t1	3.2.1.45
g183596.t1	3.1.1.89
g183598.t1	3.1.1.89
g183606.t1	3.6.4.12
g183623.t1	1.1.1.348
g183687.t1	2.7.11.1
g18371.t1	3.6.4.13
g183750.t1	2.3.2.27
g18380.t1	2.4.1.184
g18385.t1	6.1.1.11
g183856.t1	1.6.5.3
g183858.t1	1.6.5.3
g183870.t1	2.7.1.4
g183919.t1	2.7.1.67
g183920.t1	4.2.1.93
g183921.t1	2.7.1.67
g183922.t1	2.7.1.67
g183924.t1	2.7.1.67
g183981.t1	2.5.1.112;2.5.1.27
g18401.t1	2.3.1.45
g18405.t1	2.7.7.19
g184105.t1	1.1.1.348
g184127.t1	3.6.5.5
g184129.t1	3.6.5.5
g184131.t1	3.6.5.5
g184148.t1	2.5.1.112;2.5.1.27
g184182.t1	3.6.4.13
g184183.t1	3.6.4.13
g184184.t1	3.4.11.5
g184226.t1	1.14.14.1
g184234.t1	3.6.3.44
g184272.t1	2.7.11.1
g18429.t1	2.3.2.31
g18430.t1	2.3.2.31
g184321.t1	3.1.3.97
g184323.t1	3.1.3.97
g184324.t1	6.1.1.4
g184327.t1	3.6.4.12
g184344.t1	2.6.1.83
g184370.t1	2.7.11.1
g184379.t1	3.6.3.44
g184381.t1	2.7.7.19;2.7.7.52
g184384.t1	2.7.7.19;2.7.7.52
g184387.t1	3.6.3.44
g184390.t1	3.6.3.44
g184391.t1	3.2.1.37
g184400.t1	2.1.1.127;2.1.1.259
g184403.t1	2.7.11.1
g184408.t1	2.7.11.1
g184409.t1	2.7.11.1
g184410.t1	2.3.1.51;2.8.1.14
g184412.t1	2.7.11.1
g184429.t1	2.4.1.14
g184432.t1	2.4.1.14
g18444.t1	1.14.11.15
g184466.t1	3.6.4.12
g184467.t1	3.6.4.12
g184475.t1	2.3.2.27
g184481.t1	3.6.4.13
g184483.t1	3.6.4.13
g184498.t1	2.5.1.112;2.5.1.27
g184499.t1	2.6.1.99
g184501.t1	3.2.1.14
g184502.t1	2.3.2.27
g184504.t1	3.4.17.21
g184505.t1	3.4.17.21
g184509.t1	3.4.17.21
g184538.t1	2.5.1.112;2.5.1.27
g184589.t1	3.6.4.12
g184590.t1	3.6.4.12
g184608.t1	3.5.1.3
g184630.t1	2.5.1.112;2.5.1.27
g184693.t1	1.1.2.4
g184696.t1	1.1.2.4
g184698.t1	1.1.2.4
g184699.t1	1.1.2.4
g184757.t1	3.5.1.3
g184758.t1	2.7.1.67
g184760.t1	3.5.1.4
g184761.t1	2.7.1.67
g184762.t1	2.7.1.67
g184766.t1	2.7.1.67
g184836.t1	3.6.4.12
g184840.t1	3.2.1.26
g184861.t1	3.6.5.5
g184862.t1	3.6.5.5
g184897.t1	2.7.6.2
g184908.t1	3.4.11.5
g184912.t1	6.1.1.3
g184913.t1	6.1.1.3
g184960.t1	3.1.3.16
g18497.t1	2.3.2.26
g18498.t1	2.5.1.112;2.5.1.27
g184995.t1	2.7.11.1
g185011.t1	1.14.11.15
g185048.t1	3.6.4.12
g185052.t1	3.1.3.97
g185055.t1	3.1.3.97
g185078.t1	2.6.1.83
g185102.t1	3.5.1.3
g185126.t1	2.7.7.19;2.7.7.52
g185129.t1	3.6.3.44
g185132.t1	3.6.3.44
g185133.t1	3.2.1.37
g185142.t1	2.7.11.1
g185147.t1	2.7.11.1
g185150.t1	2.7.11.1
g185151.t1	2.7.11.1
g185152.t1	2.3.1.51;2.8.1.14
g185154.t1	2.7.11.1
g185157.t1	2.7.11.1
g185167.t1	1.14.11.2
g185175.t1	2.4.1.14
g185177.t1	2.4.1.14
g185194.t1	3.6.3.1
g185204.t1	3.6.4.12
g185213.t1	2.3.2.27
g185223.t1	3.6.4.13
g185225.t1	3.6.4.13
g185242.t1	2.6.1.99
g185246.t1	3.2.1.14
g185248.t1	2.3.2.27
g185250.t1	3.4.17.21
g185252.t1	3.4.17.21
g185257.t1	3.4.17.21
g185259.t1	3.4.17.21
g185275.t1	3.6.4.12
g185298.t1	2.5.1.112;2.5.1.27
g185319.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g185329.t1	3.6.4.12
g18535.t1	3.6.4.12
g185352.t1	2.5.1.112;2.5.1.27
g185366.t1	3.6.3.44
g185383.t1	3.6.3.44
g185420.t1	1.1.2.4
g185421.t1	1.1.2.4
g185496.t1	3.6.3.44
g1855.t1	3.6.3.44
g185539.t1	1.14.13.201
g185543.t1	1.14.13.201
g185547.t1	3.5.1.3
g185589.t1	3.6.4.12
g185590.t1	3.6.4.12
g185595.t1	3.4.22.34
g185626.t1	3.1.27.1
g185627.t1	3.1.27.1
g185630.t1	2.7.11.1
g185642.t1	3.6.3.44
g185645.t1	2.7.11.1
g185665.t1	1.13.11.12;1.13.11.58
g185699.t1	3.6.3.54
g185702.t1	3.6.3.54
g185703.t1	3.6.3.54
g185777.t1	2.1.1.297
g185778.t1	2.3.2.27
g185779.t1	3.6.4.12
g185784.t1	3.5.1.4
g185788.t1	3.4.19.12
g185792.t1	3.5.1.4
g185859.t1	3.6.3.44
g185908.t1	1.14.13.201
g185911.t1	3.5.1.3
g185913.t1	1.14.13.201
g185983.t1	2.7.11.1
g185993.t1	2.7.11.1
g186.t1	2.1.1.37
g186013.t1	1.13.11.12;1.13.11.58
g186058.t1	3.6.3.54
g186059.t1	3.6.3.54
g186060.t1	3.6.3.54
g186099.t1	3.2.1.78
g186153.t1	2.1.1.297
g186154.t1	2.3.2.27
g186163.t1	3.6.4.13
g186182.t1	2.7.11.11
g186192.t1	1.10.3.3
g186209.t1	2.4.1.215;2.4.2.40
g186210.t1	2.4.1.215;2.4.2.40
g186211.t1	2.4.1.215;2.4.2.40
g186212.t1	2.4.1.215;2.4.2.40
g186253.t1	2.4.2.58
g186266.t1	2.7.11.1
g186269.t1	2.7.11.1
g186270.t1	2.7.11.1
g186271.t1	3.5.2.2
g186273.t1	3.5.2.2
g186289.t1	2.5.1.112;2.5.1.27
g186315.t1	4.1.3.4
g186374.t1	2.3.2.23
g186388.t1	3.4.19.12
g186390.t1	2.7.1.1
g186395.t1	3.6.3.44
g186403.t1	1.1.1.34
g186404.t1	1.1.1.34
g186421.t1	3.6.4.12
g186425.t1	3.6.4.13
g186469.t1	2.5.1.112;2.5.1.27
g186470.t1	2.5.1.112;2.5.1.27
g186472.t1	2.7.11.11
g186484.t1	1.10.3.3
g186509.t1	2.7.11.1
g18653.t1	6.1.1.5
g186576.t1	2.4.2.58
g186578.t1	2.1.1.310
g186579.t1	2.7.11.1
g186590.t1	2.7.11.1
g186592.t1	2.7.11.1
g186593.t1	2.7.11.1
g186595.t1	3.5.2.2
g186597.t1	2.7.4.24
g186680.t1	4.1.3.4
g186696.t1	2.3.2.23
g186709.t1	3.4.19.12
g186711.t1	2.7.1.1
g18679.t1	3.6.3.44
g186796.t1	2.5.1.112;2.5.1.27
g186797.t1	2.5.1.112;2.5.1.27
g186802.t1	3.6.4.12
g186804.t1	1.4.3.16
g186828.t1	5.1.3.5
g186830.t1	2.4.1.207
g186844.t1	1.8.7.1
g186860.t1	2.3.1.133
g186881.t1	3.6.3.44
g186882.t1	2.5.1.112;2.5.1.27
g186885.t1	2.7.11.1
g186887.t1	1.14.13.201
g186888.t1	1.14.13.201
g186923.t1	2.7.1.21
g186939.t1	1.14.13.201
g186947.t1	2.3.1.51
g186954.t1	1.17.1.4;1.17.3.2
g186955.t1	1.17.1.4;1.17.3.2
g186957.t1	1.17.1.4;1.17.3.2
g186973.t1	2.7.11.1
g186975.t1	2.7.11.1
g186981.t1	1.17.1.4;1.17.3.2
g186991.t1	1.10.3.2
g186996.t1	2.3.2.27
g186997.t1	2.7.11.1
g187013.t1	3.1.1.11
g187019.t1	4.1.1.35
g187044.t1	2.4.1.207
g18707.t1	2.1.1.127;2.1.1.259
g187072.t1	6.5.1.1;6.5.1.6;6.5.1.7
g187076.t1	6.5.1.1;6.5.1.6;6.5.1.7
g187077.t1	3.5.1.3
g187079.t1	1.15.1.1
g187084.t1	1.14.15.17
g187095.t1	2.3.2.27
g187106.t1	1.14.13.88
g187107.t1	3.4.16.2
g187111.t1	3.4.16.2
g187115.t1	2.3.1.133
g187116.t1	2.7.11.1
g187118.t1	2.7.11.1
g187120.t1	2.4.1.215;2.4.2.40
g187121.t1	2.4.1.215;2.4.2.40
g187122.t1	2.4.1.215;2.4.2.40
g187126.t1	2.3.1.158
g187137.t1	2.4.1.32
g187143.t1	3.6.4.13
g187147.t1	4.2.1.51;4.2.1.91
g187161.t1	2.5.1.75
g187166.t1	3.5.1.98
g187167.t1	3.5.1.98
g187168.t1	6.3.4.19
g187170.t1	3.1.3.48
g187173.t1	5.2.1.8
g187175.t1	2.7.7.7
g187177.t1	2.7.7.7
g187179.t1	2.7.7.7
g187181.t1	2.7.7.7
g187193.t1	1.2.1.84
g187194.t1	1.2.1.84
g187195.t1	1.2.1.84
g187199.t1	1.2.1.84
g187200.t1	1.2.1.84
g187201.t1	1.2.1.84
g187210.t1	2.4.2.30
g187214.t1	2.3.1.133
g187216.t1	2.3.1.133
g187217.t1	3.6.3.44
g187218.t1	3.6.3.44
g187222.t1	2.3.1.133
g187229.t1	2.3.1.133
g187232.t1	2.3.1.133
g187236.t1	2.3.1.133
g187238.t1	3.6.3.44
g187239.t1	3.6.3.44
g187240.t1	2.8.2.24;2.8.2.38;2.8.2.39
g187241.t1	2.3.1.133
g187253.t1	2.7.7.7
g187260.t1	3.5.1.53
g187263.t1	3.5.1.53
g187276.t1	3.4.19.12
g187282.t1	3.5.5.1;3.5.5.4;4.2.1.65
g187287.t1	3.1.13.4
g18730.t1	3.6.3.44
g187307.t1	2.4.2.10;4.1.1.23
g187308.t1	3.4.23.25;3.4.23.5
g187322.t1	3.2.1.51
g187326.t1	4.4.1.5
g187327.t1	6.2.1.12
g187339.t1	3.4.25.1
g187344.t1	1.3.8.4
g187355.t1	4.3.3.6
g187356.t1	2.7.11.17
g187375.t1	4.2.1.1
g187376.t1	4.2.1.1
g187400.t1	5.3.4.1
g187401.t1	1.17.7.1;1.17.7.3
g187405.t1	3.6.3.16
g187418.t1	3.4.19.12
g187419.t1	4.2.1.92
g187436.t1	2.3.1.133
g187448.t1	2.3.1.133
g187460.t1	2.3.1.133
g187475.t1	3.6.5.5
g187476.t1	3.6.5.5
g187491.t1	3.6.5.5
g187493.t1	3.6.5.5
g187494.t1	3.6.5.5
g187496.t1	3.6.5.5
g187497.t1	3.6.5.5
g18750.t1	2.5.1.112;2.5.1.27
g187500.t1	1.6.5.3;1.6.99.3
g187503.t1	1.6.5.3;1.6.99.3
g187515.t1	2.7.11.22
g187520.t1	3.1.1.11
g187535.t1	4.1.3.38
g187536.t1	1.1.1.1;1.1.1.284
g187552.t1	1.1.1.208
g187554.t1	1.1.1.208
g187560.t1	1.1.1.208
g187561.t1	1.1.1.208
g187565.t1	1.1.1.208
g187569.t1	1.1.1.208
g187570.t1	1.1.1.208
g187573.t1	2.7.11.1
g187577.t1	1.1.1.208
g187578.t1	1.1.1.208
g187579.t1	2.3.1.133
g187594.t1	2.1.2.11
g187595.t1	3.5.1.4
g187599.t1	1.2.1.28;1.2.3.14;1.2.3.7
g187600.t1	1.2.1.28;1.2.3.14;1.2.3.7
g187603.t1	1.2.1.28;1.2.3.14;1.2.3.7
g187606.t1	1.2.1.28;1.2.3.14;1.2.3.7
g187611.t1	3.2.1.21
g187612.t1	3.2.1.21
g187616.t1	2.7.11.1
g187619.t1	3.4.19.12
g187620.t1	3.4.19.12
g187640.t1	2.3.2.23
g187641.t1	2.7.11.1
g187656.t1	1.8.3.2
g187657.t1	2.7.11.1
g187660.t1	2.7.11.1
g187674.t1	2.7.11.1
g187678.t1	3.1.3.16;3.1.3.48;3.1.3.67
g187709.t1	2.3.1.51;2.8.1.14
g187721.t1	1.14.11.12
g187726.t1	2.3.1.133
g187732.t1	2.7.4.3
g187739.t1	2.3.2.31
g187754.t1	2.7.11.1
g187780.t1	2.3.1.133
g187793.t1	4.2.1.51;4.2.1.91
g187801.t1	2.3.2.27
g187819.t1	2.7.11.24
g187820.t1	1.3.1.38
g187821.t1	1.3.1.38
g187824.t1	2.5.1.55
g187826.t1	2.7.11.1
g18783.t1	2.7.1.157
g187852.t1	2.7.7.6
g187853.t1	2.7.7.6
g187863.t1	1.6.3.1
g187873.t1	2.1.1.278
g187874.t1	3.6.3.8
g187877.t1	1.11.1.7
g187883.t1	2.3.1.199
g187884.t1	2.3.1.199
g187902.t1	4.2.1.134
g187904.t1	3.5.4.25;4.1.99.12
g187952.t1	1.10.3.3
g187962.t1	3.6.4.13
g187964.t1	2.1.1.37
g187968.t1	2.7.11.1
g187970.t1	2.7.11.1
g187972.t1	2.3.2.27
g187973.t1	2.1.1.43
g187979.t1	2.5.1.87
g187981.t1	2.5.1.87
g187990.t1	4.1.99.5
g187991.t1	4.1.99.5
g187993.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g187994.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g187995.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g187996.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g187997.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g187999.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g188.t1	2.1.1.37
g188000.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g188003.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g188004.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g188013.t1	1.6.5.3
g188024.t1	2.1.1.297
g188029.t1	2.7.11.1
g188031.t1	2.7.11.1
g188041.t1	2.7.11.1
g188062.t1	2.7.11.1
g188085.t1	2.6.1.44;2.6.1.45;2.6.1.51
g188088.t1	3.6.4.12
g188094.t1	1.14.14.19;1.14.14.32
g188096.t1	2.7.11.1
g188100.t1	2.7.11.1
g188110.t1	2.8.1.8
g188111.t1	2.8.1.8
g188122.t1	3.1.3.16;3.1.3.43
g188126.t1	2.1.1.319
g188128.t1	3.4.22.68
g188134.t1	4.1.1.35
g188138.t1	1.1.1.211;1.1.1.35;4.2.1.17
g188141.t1	3.1.1.11
g188144.t1	2.3.2.27
g188149.t1	2.3.2.23
g188154.t1	2.3.3.8
g188158.t1	2.3.2.24
g188161.t1	2.7.7.19
g188182.t1	2.5.1.6
g188184.t1	2.7.11.1
g188188.t1	2.7.11.2
g188189.t1	2.7.11.2
g188190.t1	2.7.6.5
g188191.t1	2.7.11.11
g188199.t1	3.6.3.44
g188200.t1	3.6.4.12
g188202.t1	3.6.3.44
g188204.t1	2.7.11.1
g188214.t1	5.2.1.12
g188215.t1	3.6.4.13
g188217.t1	5.2.1.12
g188220.t1	5.5.1.9
g188231.t1	1.14.14.1
g188236.t1	2.4.1.207
g188237.t1	2.4.1.218;2.4.1.271;2.4.1.324
g188238.t1	2.4.1.271
g188241.t1	3.6.1.5
g188242.t1	3.6.1.5
g188247.t1	3.3.1.1
g188248.t1	2.1.2.1
g188249.t1	5.1.3.6
g188264.t1	3.1.1.11
g188273.t1	1.14.14.1
g188284.t1	1.13.99.1
g188286.t1	2.3.1.74
g188289.t1	2.3.1.74
g188290.t1	2.3.1.74
g188292.t1	2.7.7.64
g188296.t1	2.3.1.74
g188297.t1	3.6.4.12
g188298.t1	2.3.1.74
g188302.t1	2.5.1.18
g188306.t1	3.4.21.102
g188323.t1	2.7.11.1
g188336.t1	3.6.3.44
g188347.t1	2.1.1.43
g188352.t1	2.3.2.27
g188359.t1	2.4.1.120;2.4.1.17;2.4.1.210
g188361.t1	2.4.1.120;2.4.1.17;2.4.1.210
g188377.t1	2.4.1.120;2.4.1.17;2.4.1.210
g188378.t1	2.4.1.120;2.4.1.17;2.4.1.210
g188381.t1	2.4.1.195
g188382.t1	2.4.1.195
g188383.t1	2.4.1.195
g188384.t1	2.4.1.195
g188389.t1	2.3.1.133
g188390.t1	2.3.1.133
g188391.t1	1.3.1.38
g188392.t1	1.3.1.38
g188393.t1	2.3.1.133
g188394.t1	2.3.1.133
g188396.t1	1.3.1.38
g188397.t1	2.3.1.133
g188398.t1	1.3.1.38
g188400.t1	2.3.1.133
g188401.t1	2.3.1.133
g188402.t1	1.3.1.38
g188403.t1	2.3.1.133
g188404.t1	2.3.1.133
g188405.t1	2.3.1.133
g188406.t1	1.3.1.38
g188407.t1	1.3.1.102
g188408.t1	3.2.1.15
g188409.t1	3.2.1.15
g188410.t1	3.2.1.15
g188411.t1	2.7.11.1
g188416.t1	3.1.3.36
g188418.t1	3.2.2.3
g188420.t1	3.1.1.80
g188421.t1	3.2.1.143
g188422.t1	2.5.1.78
g188424.t1	3.6.1.5
g188427.t1	1.11.1.7
g188428.t1	3.1.3.16
g188439.t1	3.4.19.12
g188447.t1	2.1.1.177
g188457.t1	2.6.1.5
g188460.t1	4.2.1.20
g188480.t1	3.1.3.16
g188488.t1	2.1.2.1
g188490.t1	3.4.22.34
g188492.t1	2.7.7.19
g188493.t1	2.7.1.11
g188494.t1	2.7.11.1
g188495.t1	2.7.11.22
g188496.t1	6.1.1.2
g188506.t1	2.7.1.90
g188512.t1	3.4.22.15
g188513.t1	2.3.2.27
g188526.t1	1.11.1.6
g188534.t1	2.3.2.26
g188538.t1	2.3.2.26
g188539.t1	2.3.2.26
g188541.t1	3.1.11.1
g188543.t1	6.2.1.12
g188545.t1	1.1.1.1;1.1.1.284
g188557.t1	2.3.2.27
g188561.t1	1.11.1.7
g188579.t1	1.2.3.15
g188583.t1	2.1.3.3
g188584.t1	2.1.3.3;3.4.25.1
g188596.t1	3.1.3.16
g188603.t1	3.6.4.13
g188604.t1	2.3.2.31
g188608.t1	1.14.14.19;1.14.14.32
g188611.t1	2.7.11.25
g188619.t1	1.1.1.354
g188628.t1	2.7.11.1
g188635.t1	2.3.2.27
g188641.t1	2.4.1.17;2.4.1.272
g188647.t1	3.4.22.15
g188648.t1	3.4.22.15
g188655.t1	3.6.3.44
g188677.t1	1.14.13.53;1.14.13.89;1.14.14.19;1.14.14.32
g188678.t1	1.14.13.53;1.14.13.89;1.14.14.19;1.14.14.32
g188682.t1	1.14.13.53;1.14.13.89;1.14.14.1;1.14.14.19;1.14.14.32
g188683.t1	1.14.13.53;1.14.13.89;1.14.14.19;1.14.14.32
g188688.t1	1.14.13.53;1.14.13.89;1.14.14.19;1.14.14.32
g188702.t1	2.3.1.91
g188703.t1	2.3.1.91
g188709.t1	2.3.1.91
g188715.t1	2.6.1.42
g188717.t1	2.7.1.134;2.7.1.159
g188720.t1	4.1.1.49
g188723.t1	4.1.1.49
g188724.t1	4.1.1.49
g188733.t1	4.2.2.23
g188736.t1	1.8.3.5;1.8.3.6
g188738.t1	2.6.1.5
g188755.t1	2.5.1.112;2.5.1.27
g188765.t1	2.3.2.27
g188767.t1	2.3.2.27
g188789.t1	2.7.11.1
g188803.t1	2.4.1.324
g188812.t1	2.4.1.324
g188815.t1	2.4.1.324
g188816.t1	2.4.1.324
g188822.t1	2.4.1.324
g188824.t1	3.6.5.5
g188827.t1	2.4.1.324
g188828.t1	2.4.1.324
g188830.t1	3.6.5.5
g188841.t1	3.1.13.4
g188851.t1	2.1.3.15;6.3.4.14;6.4.1.2
g188866.t1	2.3.2.27
g18887.t1	2.7.11.1
g188870.t1	2.4.1.330
g188898.t1	6.3.2.51
g18890.t1	1.11.1.7
g188900.t1	1.10.3.2
g188904.t1	5.3.99.3
g188913.t1	2.3.1.199
g188916.t1	2.3.1.133
g188934.t1	1.1.1.288
g188935.t1	1.1.1.288
g188936.t1	1.1.1.288
g188937.t1	1.1.1.288
g188941.t1	2.4.1.12
g188946.t1	2.3.1.181
g188947.t1	3.1.3.11
g188952.t1	4.99.1.10
g188957.t1	4.99.1.10
g188962.t1	2.3.3.10
g188970.t1	2.3.1.23;2.3.1.51
g188982.t1	3.6.4.13
g189004.t1	4.1.1.36
g189006.t1	2.5.1.18
g189007.t1	1.11.1.9
g189008.t1	1.11.1.9
g189015.t1	1.1.1.288
g189019.t1	4.4.1.14
g189028.t1	1.1.1.343;1.1.1.44
g189034.t1	2.3.2.23
g189045.t1	3.4.22.15
g189046.t1	3.4.22.15
g189047.t1	3.4.22.15
g189049.t1	3.2.1.4
g189051.t1	2.7.4.6
g189053.t1	2.7.4.6
g189056.t1	5.1.3.2
g189063.t1	1.6.5.3
g189064.t1	1.2.4.4
g189070.t1	2.4.1.215
g189073.t1	1.2.4.4
g189075.t1	1.2.4.4
g189080.t1	1.1.1.195
g189087.t1	3.6.3.14
g189129.t1	2.7.1.150
g189142.t1	2.3.1.133
g189145.t1	2.7.11.1
g189146.t1	5.2.1.8
g189147.t1	5.2.1.8
g189163.t1	2.7.11.1
g189168.t1	2.3.2.27
g189170.t1	2.3.2.27
g18918.t1	3.6.4.12
g189184.t1	3.6.3.44
g189226.t1	2.7.11.1
g189227.t1	2.7.11.1
g189232.t1	2.7.11.1
g189242.t1	3.6.3.44
g189245.t1	3.6.3.44
g189246.t1	3.6.3.44
g189264.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189268.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189272.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189273.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189274.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189275.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189276.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189317.t1	1.14.14.1
g189332.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189337.t1	3.6.3.1
g189349.t1	3.6.4.13
g189350.t1	3.6.4.13
g189351.t1	2.1.2.1
g189352.t1	2.7.11.1
g189363.t1	4.2.2.2
g189364.t1	3.4.19.12
g189366.t1	3.4.19.12
g189385.t1	3.6.3.44
g189396.t1	3.1.3.16
g189430.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189436.t1	3.6.3.1
g189445.t1	3.6.4.13
g189446.t1	3.6.4.13
g189447.t1	2.7.11.1
g189463.t1	4.2.2.2
g189464.t1	3.4.19.12
g189468.t1	3.4.19.12
g189502.t1	1.14.14.1
g189510.t1	3.1.3.16
g189526.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g189530.t1	5.3.4.1
g189536.t1	1.1.1.40
g189537.t1	2.3.2.27
g189548.t1	5.2.1.8
g189588.t1	3.6.4.12
g189600.t1	3.6.4.12
g189613.t1	2.5.1.112;2.5.1.27
g189614.t1	6.1.1.20
g189616.t1	6.1.1.20
g189627.t1	3.1.26.11
g189662.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g189682.t1	2.5.1.112;2.5.1.27
g189710.t1	4.2.1.9
g189718.t1	2.4.1.330
g189745.t1	2.5.1.112;2.5.1.27
g189755.t1	3.1.1.5
g189767.t1	2.3.2.31
g189784.t1	3.6.5.4
g189798.t1	1.1.1.300
g189802.t1	3.1.3.16
g189806.t1	3.1.3.16
g189809.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189814.t1	1.13.99.1
g189816.t1	1.14.13.145;1.14.13.192;1.14.13.193
g189819.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g189846.t1	1.1.1.285
g189849.t1	1.1.1.285
g189850.t1	6.2.1.12
g189857.t1	2.7.1.140;2.7.1.151
g189903.t1	1.1.1.184;1.1.1.189;1.1.1.197
